"","Index","Wortlaut","Referenz"
"178","BTO 1.2.5 7","Für den Fall der Abwicklung eines Engagements ist ein Abwicklungskonzept zu erstellen, in dem geeignete Abwicklungsmaßnahmen festzulegen sind. Die Maßnahmen sind regelmäßig zu überwachen. In den Prozess der Verwertung der Sicherheiten sind Mitarbeiter oder ggf. externe Spezialisten mit entsprechenden Kenntnissen einzubeziehen. Überwachung der Abwicklungsmaßnahmen Das Institut soll den Zeitraum, der zur Abwicklung der Sicherheit oder zur Durchsetzung einer Garantie benötigt wird, überwachen",NA
"179","BTO 1.2.5 8","Zieht ein Institut Rettungserwerbe in Betracht, hat es eine Richtlinie zu entwickeln, die das Verfahren zum Erwerb von gestellten Sicherheiten beschreibt. Die Richtlinie hat auch die beabsichtigte Haltedauer sowie Verfahren zur angemessenen Bewertung und Überprüfung der erworbenen Vermögenswerte festzulegen. Rettungserwerbe Unter Rettungserwerb ist der Erwerb von Sicherheiten (z. B. Immobilien, Transportmittel) zu verstehen, die in der Folge als Vermögenswerte in der Bilanz des Instituts ausgewiesen werden.",NA
"180","BTO 1.2.5 9","Im Rahmen der Überwachung der notleidenden Risikopositionen hat das Institut geeignete Fristen für die Behandlung von besicherten und unbesicherten NPE festzulegen, die sicherstellen, dass Bestände an notleidenden Risikopositionen in einem angemessenen Zeitraum abgebaut werden. Überwachung von notleidenden Risikopositionen Das Institut hat zu beurteilen, inwieweit notleidende Risikopositionen mit länger andauernden Zahlungsrückständen einbringlich sind. Dabei ist zu überprüfen, ob die Risikovorsorge angemessen ist. Bei der Festlegung der Fristen und der Mindestdeckung für besicherte und unbesicherte NPE hat das Institut die aufsichtlichen Vorgaben (z. B. CRR) zu beachten.",NA
"181","BTO 1.2.6 1","Das Institut hat Kriterien festzulegen, auf deren Grundlage unter Beachtung der angewandten Rechnungslegungsnormen Wertberichtigungen, Abschreibungen und Rückstellungen für das Kreditgeschäft (einschließlich der Länderrisikovorsorge) zu bilden sind (z. B. ein institutsinternes Forderungsbewertungsverfahren). Im Rahmen der Ermittlung des Risikovorsorgebedarfs hat eine Überprüfung der Sicherheitenwerte oder ggf. eine neue Wertermittlung zu erfolgen.",NA
"182","BTO 1.2.6 2","Die erforderliche Risikovorsorge ist zeitnah zu ermitteln und fortzuschreiben. Ein erheblicher Risikovorsorgebedarf ist der Geschäftsleitung unverzüglich mitzuteilen",NA
"183","BTO 1.2.6 3","Das Institut hat die Methoden und Verfahren zur Risikovorsorge anhand von Rückvergleichen regelmäßig zu überprüfen, um Abweichungen zwischen den gebildeten Wertberichtigungen und den tatsächlich eingetretenen Verlusten bis zur vollständigen Ausbuchung des Engagements möglichst zu vermeiden.",NA
"184","BTO 1.3.1 1","Das Verfahren zur Früherkennung von Risiken dient insbesondere der rechtzeitigen Identifizierung von Kreditnehmern, bei deren Engagements sich erhöhte Risiken abzuzeichnen beginnen. Damit soll das Institut in die Lage versetzt werden, in einem möglichst frühen Stadium Gegenmaßnahmen einleiten zu können (z. B. Durchführung von Forbearance-Maßnahmen, Intensivbetreuung von Engagements).",NA
"185","BTO 1.3.1 2","Für diese Zwecke hat das Institut auf der Basis quantitativer und qualitativer Risikomerkmale Indikatoren für eine frühzeitige Risikoidentifizierung zu entwickeln",NA
"186","BTO 1.3.1 3","Das Institut kann bestimmte, unter Risikogesichtspunkten festzulegende Arten von Kreditgeschäften oder Kreditgeschäfte unterhalb bestimmter Größenordnungen von der Anwendung des Verfahrens zur Früherkennung von Risiken ausnehmen. Die Funktion der Früherkennung von Risiken kann auch von einem Risikoklassifizierungsverfahren wahrgenommen werden, soweit es eine Früherkennung von Risiken ermöglicht. Ausnahmen bei Krediten über eine Hausbank Von der Einrichtung eines Verfahrens zur Früherkennung von Risiken kann abgesehen werden, wenn ein Zugriff auf die für eine Risikofrüherkennung erforderlichen Daten aufgrund objektiver Gegebenheiten eingeschränkt ist. Solche Konstellationen liegen dann vor, wenn die Kreditgeschäfte über ein drittes Institut initiiert und im Weiteren von diesem betreut werden (z. B. Hausbank im Kreditgeschäft der Förderbanken oder auch im Kreditgeschäft der Bürgschaftsbanken). Das kreditierende Institut hat dabei sicherzustellen, dass es über wesentliche Vorkommnisse bei dem Kreditnehmer informiert wird. Risikoklassifizierungsverfahren und Früherkennung von Risiken Ein Risikoklassifizierungsverfahren hat unter Berücksichtigung betriebswirtschaftlicher Aspekte insbesondere folgende Komponenten zu enthalten, um gleichzeitig als Verfahren zur Früherkennung von Risiken dienen zu können: - Die dem Verfahren zugrunde liegenden Indikatoren (z. B. Kontoumsätze, Scheckrückgaben) sollten dazu geeignet sein, dass sich abzeichnende Risiken möglichst frühzeitig erkannt werden können („indikatoren-bezogene Komponente“), - auf der Grundlage der Indikatoren sollte eine laufende Identifizierung von sich abzeichnenden Risiken möglich sein („zeitraumbezogene Komponente“) und - Signale des Verfahrens zur Früherkennung von Risiken sollten ferner zeitnah zu geeigneten Maßnahmen des Instituts führen (z. B. Intensivierung des Kundenkontaktes, Hereinnahme neuer Sicherheiten, Tilgungsaussetzungen), so dass sich Risiken möglichst nicht in Form von Verlusten materialisieren („prozessbezogene Komponente“).",NA
"187","BTO 1.3.2 1","Bei der Festlegung der Kriterien für den Übergang in die Intensivbetreuung und in die Problemkreditbearbeitung hat das Institut auch diejenigen Engagements zu berücksichtigen, bei denen Zugeständnisse zugunsten des Kreditnehmers gemacht wurden (Forbearance-Maßnahmen). Ziel von Forbearance-Maßnahmen ist ein tragfähiger, nicht notleidender Rückzahlungsstatus. Definition von Forbearance Die Definition von Forbearance richtet sich nach der Definition für das aufsichtliche Meldewesen.",NA
"188","BTO 1.3.2 2","Im Hinblick auf die Forbearance-Maßnahmen hat eine Richtlinie implementiert zu sein, die mindestens folgende Punkte beinhaltet: a) Prozesse und Verfahren zur Gewährung von Forbearance-Maßnahmen, einschließlich der Zuständigkeiten und Verfahren zur Entscheidungsfindung, b) Beschreibung der verfügbaren Forbearance-Maßnahmen einschließlich der in den Verträgen enthaltenen Maßnahmen, c) Informationsanforderungen zur Prüfung der Tragfähigkeit der Maßnahmen, d) Dokumentation der gewährten Maßnahmen, e) Prozess und Messgrößen für die Überwachung der Wirksamkeit. Die Richtlinie ist regelmäßig vom Institut zu überprüfen Forbearance-Richtlinie Die Richtlinie kann auch standardisierte Forbearance-Lösungen z. B. für homogene Portfolios mit weniger komplexen Engagements beinhalten",NA
"189","BTO 1.3.2 3","Das Institut hat Kriterien festzulegen, anhand derer eine angemessene Einstufung und ggf. Umgliederung von Forborne-Risikopositionen als notleidend oder nicht-notleidend möglich ist. Bei der Umgliederung von Forborne- und notleidenden Risikopositionen ist ein geeigneter Gesundungszeitraum zu berücksichtigen. Für eine Änderung bzw. einen Wechsel des Einstufungsstatus ist die Durchführung einer Analyse der finanziellen Lage des Kreditnehmers erforderlich Forborne exposures (Gestundete Risikopositionen / Forborne-Risikopositionen) Eine Risikoposition kann als Forborne eigestuft werden, wenn der Kreditnehmer finanzielle Schwierigkeiten hat und deshalb Zugeständnisse gemacht werden. Bei der Einstufung der Risikopositionen kann grundsätzlich zwischen notleidenden (non-performing forborne exposures) und nicht notleidenden (performing forborne exposures) Forborne-Risikopositionen sowie notleidenden Risikopositionen (nonperforming exposures) unterschieden werden. Sofern eines der dargestellten Kriterien zutrifft, ist eine Forborne-Risikoposition als notleidend einzustufen: - Die Forborne-Risikoposition basiert auf einem unangemessenen Zahlungsplan, - Sie enthält Vertragsbedingungen, welche die regulären Rückzahlungsraten zu dieser Transaktion so aufschieben, dass deren Beurteilung für eine angemessene Einstufung verhindert wird, bspw. wenn ein Tilgungsaufschub von mehr als zwei Jahren gewährt wird. - Es wurden Forderungsbeträge ausgebucht. Im Rahmen der Prüfung der Aufhebung des Status „notleidend“ sind auch die Auswirkungen dieser Aufhebung auf weitere Risikopositionen des Schuldners, die nicht Gegenstand von Forbearance-Maßnahmen sind, zu berücksichtigen. Vertragsbedingungen, nach denen die Rückzahlungsfrist bereits notleidender Forderungen verlängert wird, sollten als Bekräftigung der Einstufung der Forborne-Risikopositionen als notleidend angesehen werden.",NA
"190","BTO 1.3.2 4","Die für die Durchführung von Forbearance-Maßnahmen erforderliche Beurteilung finanzieller Schwierigkeiten eines Kreditnehmers hat ausschließlich auf Grundlage seiner Situation und nicht unter Berücksichtigung von bereitgestellten Sicherheiten oder Garantien zu erfolgen. Änderungen der Vertragsbedingungen Das Institut hat eine Beurteilung der finanziellen Lage des Kreditnehmers durchzuführen, wenn sich Änderungen der Vertragsbedingungen auf das Zahlungsverhalten auswirken. Es ist zwischen Nachverhandlungen bei Kreditnehmern, die sich nicht in finanziellen Schwierigkeiten befinden und Forbearance-Maßnahmen, die Kreditnehmern in finanziellen Schwierigkeiten gewährt werden, zu unterscheiden.",NA
"191","BTO 1.3.2 5","Das Institut hat Forbearance-Maßnahmen nach tragfähigen Maßnahmen, die zur Verringerung der Risikoposition des Kreditnehmers beitragen, und nach nicht tragfähigen Maßnahmen zu unterscheiden. Dabei können in Abhängigkeit von der Art und der Laufzeit der Kredite sowohl kurzfristige als auch langfristige Forbearance-Maßnahmen in Erwägung gezogen werden, wobei der Zeitraum von maximal zwei Jahren für die Durchführung der kurzfristigen Maßnahmen grundsätzlich nicht überschritten werden sollte Bewertung der Tragfähigkeit von Forbearance-Maßnahmen Bei der Beurteilung der Tragfähigkeit von Forbearance-Maßnahmen hat das Institut insbesondere folgende Faktoren zu berücksichtigen: a) Rückzahlungsfähigkeit und somit auch die Kapitaldienstfähigkeit, b) Eine Verringerung des Kreditsaldos ist mittel- bis langfristig zu erwarten, c) Kurzfristige Forbearance-Maßnahmen werden vorübergehend angewandt, sofern die begründete Erwartung besteht, dass der Kreditnehmer nach Ablauf der kurzfristigen vorübergehenden Vereinbarungen in der Lage ist, den ursprünglichen oder geänderten Betrag zurückzuzahlen, d) Die Maßnahme führt nicht dazu, dass für dieselbe Risikoposition mehrere aufeinanderfolgende Forbearance-Maßnahmen gewährt werden.",NA
"192","BTO 1.3.2 6","Der Prozess für die Gewährung der Forbearance-Maßnahmen und die Wirksamkeit der gewährten Maßnahmen sind vom Institut in angemessenen Abständen zu überwachen. Überwachung von Forbearance-Maßnahmen Für die Überwachung können folgende Messgrößen nach Portfolio und Art der Forbearance- Maßnahmen verwendet werden: a) Gesundungsquote von Forbearance, b) Zahlungseingangsraten aus Forborne-Risikopositionen, c) Teilabschreibungen, die aus Gewährung einer Forbearance-Maßnahme resultieren können.",NA
"193","BTO 1.4 1","In jedem Institut sind aussagekräftige Risikoklassifizierungsverfahren für die erstmalige bzw. die turnusmäßige oder anlassbezogene Beurteilung der Adressenausfallrisiken sowie ggf. der Objekt-/Projektrisiken einzurichten. Es sind Kriterien festzulegen, die im Rahmen der Beurteilung der Risiken eine unverzügliche und nachvollziehbare Zuweisung in eine Risikoklasse gewährleisten",NA
"194","BTO 1.4 2","Die Verantwortung für Entwicklung, Qualität und Überwachung der Anwendung der Risikoklassifizierungsverfahren muss außerhalb des Bereichs Markt angesiedelt sein.",NA
"195","BTO 1.4 3","Maßgebliche Indikatoren für die Bestimmung der Adressenausfallrisiken im Risikoklassifizierungsverfahren müssen neben quantitativen auch, soweit möglich, qualitative Kriterien sein. Es ist insbesondere zu berücksichtigen, inwieweit der Kreditnehmer in der Lage ist, künftig Erträge zu erwirtschaften, um den ausgereichten Kredit zurückzuführen.",NA
"196","BTO 1.4 4","Die Klassifizierungsverfahren sind in angemessener Weise in die Prozesse des Kreditgeschäfts und ggf. die Kompetenzordnung einzubinden",NA
"197","BTO 1.4 5","Dieses Modul stellt Anforderungen an die Ausgestaltung der Aufbau- und Ablauforganisation im Handelsgeschäft.",NA
"198","BTO 2.1 1","Maßgeblicher Grundsatz für die Ausgestaltung der Prozesse im Handelsgeschäft ist die klare aufbauorganisatorische Trennung des Bereichs Handel von den Funktionen des Risikocontrollings sowie der Abwicklung und Kontrolle bis einschließlich der Ebene der Geschäftsleitung Kundenberater Es ist mit dem Rundschreiben vereinbar, wenn Kundenberater innerhalb eines bestimmten Limitrahmens für die Preisgestaltung Kundenaufträge an die Handelsabteilung weitergeben. Sie sollten keine unabhängige Kursstellung vornehmen und keine eigenen Positionen aufbauen.",NA
"199","BTO 2.1 2","Von der Trennung bis einschließlich der Ebene der Geschäftsleitung kann abgesehen werden, wenn sich die Handelsaktivitäten in ihrer Gesamtheit auf Handelsgeschäfte konzentrieren, die unter Risikogesichtspunkten als nicht wesentlich einzustufen sind („nicht-risikorelevante Handelsaktivitäten“). Nicht-risikorelevante Handelsaktivitäten Diese Erleichterung kann in Anspruch genommen werden, wenn in einer Gesamtbetrachtung folgende Voraussetzungen erfüllt werden: - Das Institut nimmt die Erleichterungen des Artikel 94 Absatz 1 CRR in Anspruch oder kann sie in Anspruch nehmen (kein Handelsbuchinstitut), - der Schwerpunkt der Handelsaktivitäten liegt beim Anlagevermögen bzw. der Liquiditätsreserve, - das Volumen der Handelsaktivitäten ist gemessen am Geschäftsvolumen gering, - die Struktur der Handelsaktivitäten ist einfach, die Komplexität, die Volatilität und der Risikogehalt der Positionen gering. Die genannten Voraussetzungen müssen nicht kumulativ erfüllt werden. Maßgeblich ist vielmehr die Gesamtbetrachtung, d. h., die Einschätzung hat unter Berücksichtigung der genannten Anhaltspunkte und unter deren angemessener Gewichtung im Einzelfall zu erfolgen. Soweit ein Institut diese Erleichterung in Anspruch nimmt, ist im Hinblick auf handelsunabhängige Funktionen eine organisatorische Trennung, z. B. Ansiedlung in unterschiedlichen Stellen, ebenfalls nicht erforderlich. Nicht miteinander vereinbare Tätigkeiten sind allerdings von unterschiedlichen Mitarbeitern durchzuführen (AT 4.3.1 Tz. 1). Mit dem Handel betraute Mitarbeiter dürfen insoweit grundsätzlich nicht für handelsunabhängige Funktionen zuständig sein. Erleichterungen bei kleinen Instituten bzw. bei sehr geringen Handelsaktivitäten Ist eine Funktionstrennung im Bereich der Handelsgeschäfte aus Gründen der Betriebsgröße nicht möglich, so muss die ordnungsgemäße Abwicklung der Handelsgeschäfte durch die unmittelbare Einschaltung der Geschäftsleitung gewährleistet sein. Betreibt ein Institut nur in sehr geringem Umfang Handelsaktivitäten, so dass ein einzelner Mitarbeiter nicht ausgelastet wäre, kann der Trennung der Funktionen durch eine vorübergehende Zuordnung anderer Mitarbeiter, die ansonsten nicht mit Handelsgeschäften betraut sind, Rechnung getragen werden",NA
